,level_0,index,review_title,review_comment,review_star_rating,asin,comments_no_stopwords,neg,neu,pos,compound,sentiment
2377,2564,2564,This Book Lives on my Workbench,"Overall, this book is really great. It covers a wide range of topics. It presents some relevant theory and historical perspectives. And, it contains schematics of sample circuits and references part numbers of components currently in production. Keep in mind that the 3rd edition of this book was published in 2015 so there are definitely some more contemporary components out there but often they are still made by the same manufacturer.

One of my favorite parts about owning this book though is that it has often been quicker, less frustrating, and more illuminating than doing a simple online search when I first sit down to design a circuit. Of course, this statement should be treated with a caveat: I am not a professional electrical engineer. I don't have any educational nor vocational experience in analog electronics, and I'm not designing insanely complicated circuits. Most of what I have learned comes from this book, online forums, and technical datasheets from manufacturers.

Because of this, I would say it is an incredibly beginner friendly text for those designing circuits. It does contain math, uses technical vocabulary, and asks you to read a schematic/graph/table, but these are all well labeled, accurately defined, and clearly depicted. I haven't found myself lost because of a simple omission that the authors felt was too obvious to mention nor a poorly defined or ambiguous term. Needless to say, it sits happily on my workbench full of notes and a couple burn marks from my soldering iron.",5,0521809266,"Overall, book really great. It covers wide range topics. It presents relevant theory historical perspectives. And, contains schematics sample circuits references part numbers components currently production. Keep mind 3rd edition book published 2015 definitely contemporary components often still made manufacturer. One favorite parts owning book though often quicker, less frustrating, illuminating simple online search I first sit design circuit. Of course, statement treated caveat: I professional electrical engineer. I educational vocational experience analog electronics, I'm designing insanely complicated circuits. Most I learned comes book, online forums, technical datasheets manufacturers. Because this, I would say incredibly beginner friendly text designing circuits. It contain math, uses technical vocabulary, asks read schematic/graph/table, well labeled, accurately defined, clearly depicted. I found lost simple omission authors felt obvious mention poorly defined ambiguous term. Needless say, sits happily workbench full notes couple burn marks soldering iron.",0.032,0.823,0.145,0.9521,1
2378,2566,2566,The most important and inspiring book on electronics there is.,"To me, there is no one more important book in my life than H&H.  I certainly do not know of a better electronics text (and I like electronics texts).
Further, I believe my career in engineering boils down to a few distinct pushes in that direction before it was in my blood (and therefore too late).  One of the big ones was getting a copy of AoE 2nd Edition in school.

So, I would have bought the 3rd edtion no matter what.

Incredibly, the 3rd edition has expanded many of the things I loved about the 2nd edition.  The section on low noise design is much better and much more useful and it was pretty great before.  The digital stuff is obviously much more relevant (although it may not stay that way).  The &#34;circuits from the masters&#34; sections and the case studies of specific circuit designs are fascinating and useful (although I do miss the hilarious &#34;bad circuits&#34; sections).

Finally, and most importantly, you can tell that H&H themselves were active engineers in the world between the last edition and this one -- building circuits and solving problems and reading other works and being influenced by the work and scholarship and generally just continuing to rule.  The dedication to Jim Williams showed that like me and all other analog nerds I know out there, they had been eagerly reading all his stuff.  The section on microcontrollers exactly parallels some of the design ideas, biases, and gut feelings that I and other embedded engineers have taken the past fifteen years developing by plowing through all the exciting architecture and tool changes that have happened from EEPROM PICs to ARMs.

Finally, the intellectual integrity, raw practicality, and HANDS-ON-ness of this book are unparalleled.  If everybody were required to read this book before designing circuits, there would be a lot fewer crappy circuits out there.

Oh, yeah.  And it's fun, too.",5,0521809266,"To me, one important book life H&H. I certainly know better electronics text (and I like electronics texts). Further, I believe career engineering boils distinct pushes direction blood (and therefore late). One big ones getting copy AoE 2nd Edition school. So, I would bought 3rd edtion matter what. Incredibly, 3rd edition expanded many things I loved 2nd edition. The section low noise design much better much useful pretty great before. The digital stuff obviously much relevant (although may stay way). The &#34;circuits masters&#34; sections case studies specific circuit designs fascinating useful (although I miss hilarious &#34;bad circuits&#34; sections). Finally, importantly, tell H&H active engineers world last edition one -- building circuits solving problems reading works influenced work scholarship generally continuing rule. The dedication Jim Williams showed like analog nerds I know there, eagerly reading stuff. The section microcontrollers exactly parallels design ideas, biases, gut feelings I embedded engineers taken past fifteen years developing plowing exciting architecture tool changes happened EEPROM PICs ARMs. Finally, intellectual integrity, raw practicality, HANDS-ON-ness book unparalleled. If everybody required read book designing circuits, would lot fewer crappy circuits there. Oh, yeah. And fun, too.",0.044,0.674,0.282,0.9939,1
2379,2567,2567,Legit copy,It's a legit clean copy. No issues.,5,0521809266,It's legit clean copy. No issues.,0.247,0.449,0.303,0.128,1
2380,2568,2568,"... book ""used"" but it came in shrink wrap in like new condition","I bought this book &#34;used&#34; but it came in shrink wrap in like new condition, YMMV. I saved about $30 buying one of the used books this way.

To the beginner, this is an intermediate level book. Though it does start off with basic concepts of voltage, current, resistance, inductance, etc., the underlying tone is that you should have at least some basic grasp of these concepts to begin with. Very quickly it starts diving into somewhat more in-depth discussions on these topics, but it is still kept at a relatively moderate level. My last calculus class was 20 years ago, and while it helps my understanding of what is going on (electronics is full of differential equations, can't really get around it) the way they present the math you don't have to derive the formulas, most of it is boiled down to relatively basic algebra and maybe a little bit of trig. If you want the derivations, they're back in the appendices, but the authors state early on that they try to keep the complex math to a minimum.

I have had the book for about two months and am still on chapter 3, mainly because I find myself having to go back and re-read some passages several times. This is because the book is somewhat sparse with examples, and I'm more of a person who learns by application. I may pick up the companion &#34;Learning the Art of Electronics&#34; which is supposed to be more hands on.",5,0521809266,"I bought book &#34;used&#34; came shrink wrap like new condition, YMMV. I saved $30 buying one used books way. To beginner, intermediate level book. Though start basic concepts voltage, current, resistance, inductance, etc., underlying tone least basic grasp concepts begin with. Very quickly starts diving somewhat in-depth discussions topics, still kept relatively moderate level. My last calculus class 20 years ago, helps understanding going (electronics full differential equations, can't really get around it) way present math derive formulas, boiled relatively basic algebra maybe little bit trig. If want derivations, they're back appendices, authors state early try keep complex math minimum. I book two months still chapter 3, mainly I find go back re-read passages several times. This book somewhat sparse examples, I'm person learns application. I may pick companion &#34;Learning Art Electronics&#34; supposed hands on.",0.0,0.921,0.079,0.83,1
2381,2569,2569,An excellent book,"It is an excellent book in which you can find everything related to the subject, it was delivered in a few days.  The cover arrived torn due to bad packaging, it came loosely in a box so with every movement the book moved in the box tearing with every bump.",4,0521809266,"It excellent book find everything related subject, delivered days. The cover arrived torn due bad packaging, came loosely box every movement book moved box tearing every bump.",0.166,0.723,0.111,-0.2023,0
2382,2570,2570,Genuine text,"I worried when I ordered this that it might be a counterfeit.  I was wary because several bloggers and YouTube channels had reviewed the problem with counterfeits of this book on Amazon.  I didn't want to risk buying a used copy for this reason, so I held my breath and ordered a new copy at the full discounted price.  This also gave me pause because this edition of the book came out in 2015, that made it five years old.
I need not have worried.  The text I received was reprinted in 2019 (14th printing), just one year ago.  Errata had been corrected, and the binding was pristine.  I am very pleased.

In case you're not familiar, this text is considered the standard for a single semester course in modern electronics.  It is full of practical circuits and advice that makes it an excellent reference.  It discusses circuits in a way that is practical, not just mathematically rigorous.

The only disappointing thing for me, a 65-year-old non-student and hobbyist, is that there is no appendix with solved exercises that I can check my work against.  Most groups on the net are reluctant to publish the solutions because they think they're helping someone do their homework.  A few folks have started posting solutions only to give up before they even get through chapter 1.  Oh, well.",5,0521809266,"I worried I ordered might counterfeit. I wary several bloggers YouTube channels reviewed problem counterfeits book Amazon. I want risk buying used copy reason, I held breath ordered new copy full discounted price. This also gave pause edition book came 2015, made five years old. I need worried. The text I received reprinted 2019 (14th printing), one year ago. Errata corrected, binding pristine. I pleased. In case familiar, text considered standard single semester course modern electronics. It full practical circuits advice makes excellent reference. It discusses circuits way practical, mathematically rigorous. The disappointing thing me, 65-year-old non-student hobbyist, appendix solved exercises I check work against. Most groups net reluctant publish solutions think they're helping someone homework. A folks started posting solutions give even get chapter 1. Oh, well.",0.121,0.73,0.149,0.2111,1
2383,2571,2571,"Dated, overly broad","I've never really understood the hype around this book. I have attempted to use this both as a learning guide when I was young hobbyist years ago, and now as a reference as an electrical engineer by trade.

When I was trying to learn from this, I found the coverage far too broad and matter-of-fact to follow.

Now when I try to reference it I find the coverage to be generally quite dated, and too shallow to be of serious professional use. I'm always better off just googling something for a white paper, or grabbing a textbook dedicated to a given topic.

I could see this sitting on the bench of a ham radio enthusiast or audio hobbyist that likes old school discrete electronics, and if you're into that kind of thing this is probably a great reference for it.",3,0521809266,"I've never really understood hype around book. I attempted use learning guide I young hobbyist years ago, reference electrical engineer trade. When I trying learn this, I found coverage far broad matter-of-fact follow. Now I try reference I find coverage generally quite dated, shallow serious professional use. I'm always better googling something white paper, grabbing textbook dedicated given topic. I could see sitting bench ham radio enthusiast audio hobbyist likes old school discrete electronics, kind thing probably great reference it.",0.018,0.765,0.217,0.9527,1
2384,2573,2573,Good quality,Works perfectly. Good quality and arrived quickly.,5,B07FCBHK9Y,Works perfectly. Good quality arrived quickly.,0.0,0.36,0.64,0.7964,1
2385,2574,2574,Very Soft & Comfortable,Def so much easier and don't have neck cramps anymore trying to hold a flat phone.,5,B07FCBHK9Y,Def much easier neck cramps anymore trying hold flat phone.,0.0,0.763,0.237,0.4215,1
2386,2575,2575,"It's foam, not plastic","FYI to anyone considering buying this, it's actually made of foam.  Think crocs footwear, but maybe a little softer / lighter.  Not sure if this will last as long as the old school plastic ones, but it certainly does the job of making it more comfortable to hold my Poly phone handset between my head and shoulder.",4,B07FCBHK9Y,"FYI anyone considering buying this, actually made foam. Think crocs footwear, maybe little softer / lighter. Not sure last long old school plastic ones, certainly job making comfortable hold Poly phone handset head shoulder.",0.05,0.74,0.21,0.7408,1
2387,2576,2576,Amazing,Amazing product!!!!,5,B07FCBHK9Y,Amazing product!!!!,0.0,0.168,0.832,0.7156,1
2388,2577,2577,Hair got stuck in it,"I tried to use this for my phone at work. It’s stuck great, but there were some gaps around it and my hair kept getting caught in it so I had to remove it from my phone. Since I used it, it wasn’t returnable so ended up being a waste of money.",3,B07FCBHK9Y,"I tried use phone work. It’s stuck great, gaps around hair kept getting caught I remove phone. Since I used it, wasn’t returnable ended waste money.",0.166,0.692,0.142,0.0772,1
2389,2578,2578,Very slick,"Just will not stay on my shoulder. Very slick, keeps sliding off shoulder/clothing. Price was right but if it doen's work, I should have gone with  the more solid holder.",1,B07FCBHK9Y,"Just stay shoulder. Very slick, keeps sliding shoulder/clothing. Price right doen's work, I gone solid holder.",0.0,0.897,0.103,0.1531,1
2390,2579,2579,Really takes stress off the shoulder,I bought one of these for work and it really helps ease the shoulder and neck muscles when you have to talk on the phone all day. Great investment overall.,5,B07FCBHK9Y,I bought one work really helps ease shoulder neck muscles talk phone day. Great investment overall.,0.0,0.551,0.449,0.868,1
2391,2580,2580,Working great!,Works like it should!,5,B07FCBHK9Y,Works like should!,0.0,0.417,0.583,0.4199,1
2392,2581,2581,YES!!,The best neck saver on the planet! So thankful I was able to find one of these. Best thing is it’s not hard plastic like the old school ones. Not only does it save my neck but my shoulder too while holding it. ❤️❤️❤️,5,B07FCBHK9Y,The best neck saver planet! So thankful I able find one these. Best thing it’s hard plastic like old school ones. Not save neck shoulder holding it. ❤️❤️❤️,0.1,0.522,0.378,0.921,1
2393,2582,2582,Fun Game,"First and foremost, just let me say that this product works exactly as intended.  You put it on the back of the phone with some sticky tape and it makes it easier to hold the phone between your head and shoulder.  There's really nothing more to say.  So why am I here?  Here's why, to share the kind of stupid, amusing idea that kept me out of the really good schools when I was young.

Order one of these.  Take it out of the packaging and just leave it around somewhere in the house.  Like somewhere it doesn't belong at all.  Leave it in the bathroom.  Wait for an unsuspecting guest to see it... or better yet, your significant other.... your teenage kids.  The possibilities are almost endless.

Wait for them to confront you with what THEY think this is.  Let them completely embarrass themselves.  Then take it from them and stick it to the phone.  Tell them what horrible human beings they are.  Eight bucks for those kinds of laughs is money well spent.",4,B07FCBHK9Y,"First foremost, let say product works exactly intended. You put back phone sticky tape makes easier hold phone head shoulder. There's really nothing say. So I here? Here's why, share kind stupid, amusing idea kept really good schools I young. Order one these. Take packaging leave around somewhere house. Like somewhere belong all. Leave bathroom. Wait unsuspecting guest see it... better yet, significant other.... teenage kids. The possibilities almost endless. Wait confront THEY think is. Let completely embarrass themselves. Then take stick phone. Tell horrible human beings are. Eight bucks kinds laughs money well spent.",0.113,0.659,0.228,0.9255,1
2394,2583,2583,This Victor trap works well for mice.,"After researching a lot of different mouse traps, we finally tried this electronic trap. I originally tried the Rinne Flip N Slide Bucket lid no-kill mouse traps where the mouse climbs on top of a 5 gallon bucket (not included) to reach a bait and falls through the trap floor which flips down into the bucket. There are a lot of knock offs out there that may work well, but I bought the original Rinne trap and it just didn't work for us. We had two set up in our basement where there was mouse activity and we did catch one mouse, but it escaped every time and that's because the trap floor, when closed, is not flush with the yellow lid and apparently the mouse can escape through small gaps. We put small pieces of almond in the back of the trap floor so the only way the mouse could reach it, was to walk back and the trap floor would flip down and the mouse would fall into the bucket. Twice the almonds were gone and we peeked in the bucket and saw mouse poop but no mouse.

So I gave in and looked for an electronic trap that would at least humanely kill the mouse quickly. This Victor trap is very easy to use and set up. You just put in four AA batteries (you could use rechargeable batteries but we used regular to try it out) in the top compartment which slides open. Then you put bait in the back of the unit. The instructions say to put peanut butter through the holes in the back of the unit. But the cleaning instructions say not to get the metal plates inside wet. I don't see how you can easily clean the unit without risking getting the plates wet. Especially when using peanut butter. Instead, we just put a small piece of cheese in the back. The power switch is on the top and after you turn it on, it will blink green a few times and then go dark and remain dark. When the trap catches a mouse, the green light will blink until you turn it off and remove the mouse. Note: When the trap has a mouse and blinks green, the green light blinks slowly, not nearly as fast as when you first turn it on. It's about 9 seconds between blinks. So if you're quickly checking on the trap from a distance, you should look at it for a while to see if it the green light blinks. Or, just go up to the trap and look inside because one end of the trap is completely open.

On the second night, we got a mouse. So it works and I'm ordering a second unit to put in another room in our basement.

Update: After setting up the second unit (both in the basement), we have caught a total of seven mice. So the traps are working consistently.",5,B0CQ8RTXRT,"After researching lot different mouse traps, finally tried electronic trap. I originally tried Rinne Flip N Slide Bucket lid no-kill mouse traps mouse climbs top 5 gallon bucket (not included) reach bait falls trap floor flips bucket. There lot knock offs may work well, I bought original Rinne trap work us. We two set basement mouse activity catch one mouse, escaped every time that's trap floor, closed, flush yellow lid apparently mouse escape small gaps. We put small pieces almond back trap floor way mouse could reach it, walk back trap floor would flip mouse would fall bucket. Twice almonds gone peeked bucket saw mouse poop mouse. So I gave looked electronic trap would least humanely kill mouse quickly. This Victor trap easy use set up. You put four AA batteries (you could use rechargeable batteries used regular try out) top compartment slides open. Then put bait back unit. The instructions say put peanut butter holes back unit. But cleaning instructions say get metal plates inside wet. I see easily clean unit without risking getting plates wet. Especially using peanut butter. Instead, put small piece cheese back. The power switch top turn on, blink green times go dark remain dark. When trap catches mouse, green light blink turn remove mouse. Note: When trap mouse blinks green, green light blinks slowly, nearly fast first turn on. It's 9 seconds blinks. So quickly checking trap distance, look see green light blinks. Or, go trap look inside one end trap completely open. On second night, got mouse. So works I'm ordering second unit put another room basement. Update: After setting second unit (both basement), caught total seven mice. So traps working consistently.",0.103,0.821,0.076,-0.8445,0
2395,2584,2584,It works!,"We have a rat/mouse infestation in our old house that we’ve been dealing with the last few months. We’ve used different traps and bait and they weren’t working. Bought a couple of big snap traps and have only caught 2 in over a month even though we see and hear them.

Put this one out last night and had one in it this morning! Easy disposal, too. Can’t ask for much more. Hopefully we can clear em out even if it’s one by one.",4,B0CQ8RTXRT,"We rat/mouse infestation old house we’ve dealing last months. We’ve used different traps bait weren’t working. Bought couple big snap traps caught 2 month even though see hear them. Put one last night one morning! Easy disposal, too. Can’t ask much more. Hopefully clear em even it’s one one.",0.0,0.832,0.168,0.8427,1
2396,2585,2585,Amazing,Nobody ever wants a rodent living with them and my large dogs chase every squirrel they see but never even tried to rid this pest from my sanity! First night wham got’em. No more problem. I can enjoy living in the country again! This product did everything it claimed to. Ridding my pest in the first 12 hours of it in use extra bonus! Super ease to set up and use. Even quicker to dispose of. Great value for the cost! Quality product.,5,B0CQ8RTXRT,Nobody ever wants rodent living large dogs chase every squirrel see never even tried rid pest sanity! First night wham got’em. No problem. I enjoy living country again! This product everything claimed to. Ridding pest first 12 hours use extra bonus! Super ease set use. Even quicker dispose of. Great value cost! Quality product.,0.069,0.637,0.294,0.9507,1
2397,2586,2586,It works,"Had been dealing with a mouse problem for months in my apartment. Had maintenance come and board up anywhere that they might be getting in through and lay sticky traps (which the mouse probably laughed at) to no avail. Received this on a Sunday & set it down with some bait (used peanut butter) and by Monday morning the mouse was caught.

It is a bit of a pain to clean though so there’s that.

Edit: so after a few weeks of owning this I’ve had mixed results. Some days it catches the mice and other days I wake up to find the bait is gone and no dead mouse inside. I’ve tried switching the batteries out multiple times and I still get mixed results",3,B0CQ8RTXRT,Had dealing mouse problem months apartment. Had maintenance come board anywhere might getting lay sticky traps (which mouse probably laughed at) avail. Received Sunday & set bait (used peanut butter) Monday morning mouse caught. It bit pain clean though there’s that. Edit: weeks owning I’ve mixed results. Some days catches mice days I wake find bait gone dead mouse inside. I’ve tried switching batteries multiple times I still get mixed results,0.13,0.797,0.072,-0.6808,0
2398,2587,2587,It'll pay for itself,"This is my 2nd Victor unit that I have deployed at my parent's house. The tool will literally pay for itself considering pest control company prices.

We live in the country and field mice are plentiful (if there aren't enough snakes).

All you need is a jar of peanut butter and time.

The light tells you when it's captured something, you dump it out into the trash, re-bait, and you're ready again.

I cannot recommend these units enough.",5,B0CQ8RTXRT,"This 2nd Victor unit I deployed parent's house. The tool literally pay considering pest control company prices. We live country field mice plentiful (if enough snakes). All need jar peanut butter time. The light tells captured something, dump trash, re-bait, ready again. I cannot recommend units enough.",0.123,0.826,0.05,-0.3839,0
2399,2589,2589,"Miss stroll in, feast, and leave","Bought this as a less expensive alternative to the ones I’ve used for years to kill house mice and pack rats. Three nights running, both of them have had the bait taken with nary a zap. Returning them and going back to the ones that work. I would give it credit for having a removable bottom for cleaning, which is a major plus. But if it won’t zap, there’s nothing to clean.",1,B0CQ8RTXRT,"Bought less expensive alternative ones I’ve used years kill house mice pack rats. Three nights running, bait taken nary zap. Returning going back ones work. I would give credit removable bottom cleaning, major plus. But won’t zap, there’s nothing clean.",0.132,0.827,0.041,-0.6042,0
2400,2590,2590,Works great,"While cleaning our garage we noticed small animal droppings. We weren’t sure if they were rat or mouse droppings. I am not a fan of the snap rat traps and the mess they can create. After finding this trap, I simply placed some peanut butter inside of it and placed it in an area where I saw the droppings. The next day there was a dead mouse on the trap. I tossed the mouse in the trash and put the trap back. I caught four mice in about a week time frame. The blinking light seems to not work and tell me if I’ve caught anything, but it is easy enough to pick the trap up and visually check. Overall a great product.",5,B0CQ8RTXRT,"While cleaning garage noticed small animal droppings. We weren’t sure rat mouse droppings. I fan snap rat traps mess create. After finding trap, I simply placed peanut butter inside placed area I saw droppings. The next day dead mouse trap. I tossed mouse trash put trap back. I caught four mice week time frame. The blinking light seems work tell I’ve caught anything, easy enough pick trap visually check. Overall great product.",0.187,0.653,0.16,-0.3182,0
2401,2591,2591,Quick and effective,This product is so easy to use. Simple to set up and it caught our critter in less than a day. I appreciate its humane approach and that discarding the rodent is a discrete process.,5,B0CQ8RTXRT,This product easy use. Simple set caught critter less day. I appreciate humane approach discarding rodent discrete process.,0.081,0.666,0.253,0.5606,1
2402,2592,2592,Great mouse trap,I got one oftheses i have had other ones but they stoped working .i only got one and in week i have had five mouse.had no idea there were so many in my yard.but i feed birds.i have ordered more traps for other houses.it is better way them with posion.they do not suffer.,5,B0CQ8RTXRT,I got one oftheses ones stoped working .i got one week five mouse.had idea many yard.but feed birds.i ordered traps houses.it better way posion.they suffer.,0.123,0.775,0.102,-0.1531,0
2403,2593,2593,Cord,"This is an excellent extension cord. I use it when I go to Quilt Guild. It has a lot of plugs and is long enough to reach from wall to table, it’s not heavy or bulky and fits in a side compartment of my machine case I recommend this.",5,B0CHMG5XHM,"This excellent extension cord. I use I go Quilt Guild. It lot plugs long enough reach wall table, it’s heavy bulky fits side compartment machine case I recommend this.",0.0,0.759,0.241,0.743,1
2404,2594,2594,Good Quality,Good quality and works exactly as expected. Very handy to have around the house and a nice upgrade from my old orange extension cord.,5,B0CHMG5XHM,Good quality works exactly expected. Very handy around house nice upgrade old orange extension cord.,0.0,0.695,0.305,0.6908,1
2405,2595,2595,Very high quality and snug to the wall!,"I like that this has enough outlets to clean up the mess. The bonus is that it has both USB and USB-C ports built in that will eliminate those extra adapters. The cord has a nice covering and the very thin plug allows me to push the bedroom night stand snug to the wall. For those that need it, there is also a power switch so you can turn everything off.

I would highly recommend this very nice (who gets excited about a power strip?) the long 15' cord is a good choice.",5,B0CHMG5XHM,"I like enough outlets clean mess. The bonus USB USB-C ports built eliminate extra adapters. The cord nice covering thin plug allows push bedroom night stand snug wall. For need it, also power switch turn everything off. I would highly recommend nice (who gets excited power strip?) long 15' cord good choice.",0.038,0.622,0.34,0.9577,1
2406,2596,2596,What a nice surprise!,"This is a really nice surge protector!. It looks very sturdy and reliable. I am starting a new business, or trying to anyway. As such, I wanted a protector for my computer and other devices. I also was not sure what length to buy.  This was the perfect length and I can leave my technical apparatus plugged in and not have to worry! Thank you!",5,B0CHMG5XHM,"This really nice surge protector!. It looks sturdy reliable. I starting new business, trying anyway. As such, I wanted protector computer devices. I also sure length buy. This perfect length I leave technical apparatus plugged worry! Thank you!",0.092,0.628,0.28,0.8544,1
2407,2597,2597,I love it.,I absolutely love this item. It not only provides the functionality that I bought it for (extension cord)but it has the added bonus of USB ports...best money value  imho.,5,B0CHMG5XHM,I absolutely love item. It provides functionality I bought (extension cord)but added bonus USB ports...best money value imho.,0.0,0.556,0.444,0.8858,1
2408,2598,2598,So far so good,"I just got it today, so, so far so good (will update if this changes). I like how each port is spaced out to allow for larger adapters and eliminates overcrowding via the usb ports. I simply use the usb-c to charge my phone and the usb to charge my watch. So, you get 12 in total (four ports in addition to the eight outlets). I am a bit apprehensive about the braided cord versus traditional solid cable; but I read that it has a lower electrical resistance, and is durable with a longer lifespan and more resistant to manipulation (bending). Time will tell.",4,B0CHMG5XHM,"I got today, so, far good (will update changes). I like port spaced allow larger adapters eliminates overcrowding via usb ports. I simply use usb-c charge phone usb charge watch. So, get 12 total (four ports addition eight outlets). I bit apprehensive braided cord versus traditional solid cable; I read lower electrical resistance, durable longer lifespan resistant manipulation (bending). Time tell.",0.069,0.786,0.144,0.5829,1
2409,2599,2599,recommend,Strong braided cord and pretty study. Compact and can be stored in a suitcase well.,5,B0CHMG5XHM,Strong braided cord pretty study. Compact stored suitcase well.,0.0,0.411,0.589,0.8225,1
2410,2600,2600,Does the job,It works perfectly. It's the right length I needed and I feel that the cord is secure. I've had no issues with it.,5,B0CHMG5XHM,It works perfectly. It's right length I needed I feel cord secure. I've issues it.,0.0,0.625,0.375,0.765,1
2411,2601,2601,We were looking for a flexible solution,"This was chosen for use in a room with limited outlets, where every time the refrigerator kicked in, the appliances plugged into the nearby outlet would go dark. We plugged two appliances into this and ran this behind a heavy cabinet to another outlet. No more issues!",5,B0CHMG5XHM,"This chosen use room limited outlets, every time refrigerator kicked in, appliances plugged nearby outlet would go dark. We plugged two appliances ran behind heavy cabinet another outlet. No issues!",0.136,0.864,0.0,-0.5255,0
2412,2602,2602,Just what we needed for our reclining sofas,"We were looking for an extension cord that would fit four large rectangular plug ins on our reclining sectional, plus a lamp. We also needed the flattest plug possible for our ‘in floor’ electric outlet. After much trial and error, we found one that met all those requirements! We are very pleased!
Only downside is that I got 25’ and it’s very long!",5,B0CHMG5XHM,"We looking extension cord would fit four large rectangular plug ins reclining sectional, plus lamp. We also needed flattest plug possible ‘in floor’ electric outlet. After much trial error, found one met requirements! We pleased! Only downside I got 25’ it’s long!",0.098,0.771,0.131,0.3769,1
